,File,nhours,ssc,tad,dsi
0,trace_ISMER_20140811_spot010_drift.yml,144,0.5436422860128386,55.956602872025904,62.804774036836264
1,trace_ISMER_20140901_spot013_drift.yml,144,0.1292540896980009,76.60439336614127,125.85385500896864
2,trace_ISMER_20140909_spot011_drift.yml,144,0.7418533903007698,21.598048049378107,45.586978649987145
3,trace_ISMER_20141024_spot074_drift.yml,144,0.796555786408825,17.847028220067894,19.95020936437783
4,trace_ISMER_20141024_spot208_drift.yml,144,0.796555786408825,17.847028220067894,19.95020936437783
5,trace_ISMER_20141024_spot219_drift.yml,144,0.7528783433482055,22.308191545155395,32.70272955472228
6,trace_ISMER_20141027_spot065_drift.yml,144,0.7916808912734026,16.292164567835453,24.767029065764962
7,trace_ISMER_20141027_spot069_drift.yml,144,0.677531739771736,20.312036673595934,22.538920054251996
8,trace_ISMER_20141027_spot215_drift.yml,144,0.7916808912734026,16.292164567835453,24.767029065764962
9,trace_ISMER_20141027_spot239_drift.yml,144,0.677531739771736,20.312036673595934,22.538920054251996
10,trace_ISMER_20141027_spot666_drift.yml,144,0.7085035947163498,19.178987876966985,15.388411184745358
11,trace_ISMER_20141029_spot206_drift.yml,144,0.7781591597384925,15.735606566363227,1.1163723257332427
12,trace_ISMER_20150605_spot081_drift.yml,144,0.03358100201926728,36.27058691313572,79.08271814476765
13,trace_ISMER_20150610_spot050_drift.yml,144,0.6941555220524778,23.450191206153495,24.670448620816043
14,trace_ISMER_20150611_spot024_drift.yml,144,0.7417993060565978,15.285983879216563,9.832201204903027
15,trace_ISMER_20150611_spot045_drift.yml,144,0.4041512181407815,40.42584997989733,41.44220870295587
16,trace_ISMER_20150612_spot025_drift.yml,144,0.5738306024392521,18.34974917905296,26.86658642081564
17,trace_ISMER_20150613_spot030_drift.yml,144,0.02871498233044234,48.86683485455629,55.187894906145395
18,trace_ISMER_20150614_spot039_drift.yml,144,0.735568425222622,20.72926583173131,14.988106551764151
19,trace_ISMER_20150615_spot078_drift.yml,144,0.5404231290016297,35.258831267063925,60.47272800192383
20,trace_ISMER_20150615_spot079_drift.yml,144,0.4816540523284363,41.24378051264127,64.70962495281962
21,trace_ISMER_20150616_spot043_drift.yml,144,0.6316976918398898,25.743741193624434,32.63102678000107
22,trace_ISMER_20150619_spot032_drift.yml,144,0.7836012996237023,13.543809187099292,18.885502998773482
23,trace_ISMER_20150619_spot033_drift.yml,144,0.7184035028630227,15.652105471979716,25.556235783967093
24,trace_ISMER_20150619_spot042_drift.yml,144,0.733647557173362,15.344736686914176,8.32384615261869
25,trace_ISMER_20150626_spot230_drift.yml,144,0.09333087124435979,37.54179791380903,73.22167072760888
26,trace_ISMER_20150723_spot086_drift.yml,144,0.13385666057814116,62.91098403968816,73.83639209083468
27,trace_ISMER_20150805_spot700_drift.yml,144,0.12224127022296183,53.79340270810943,65.38090576695248
28,trace_ISMER_20150809_spot048_drift.yml,144,0.6107250509054408,31.087766068845546,27.850011740898665
29,trace_ISMER_20150809_spot055_drift.yml,144,0.26216384496750866,74.6628548011993,125.32179778182355
30,trace_ISMER_20150809_spot910_drift.yml,144,0.6107250509054408,31.087766068845546,27.850011740898665
31,trace_ISMER_20150809_spot911_drift.yml,144,0.6107250509054408,31.087766068845546,27.850011740898665
32,trace_ISMER_20150809_spot915_drift.yml,144,0.26216384496750866,74.6628548011993,125.32179778182355
33,trace_ISMER_20150809_spot916_drift.yml,144,0.3207580555875468,70.41409521227068,142.14233227648398
34,trace_ISMER_20150921_spot052_drift.yml,144,0.42729833434848674,55.52824776866082,194.7377622386291
35,trace_ISMER_20150921_spot926_drift.yml,144,0.42729833434848674,55.52824776866082,194.7377622386291
36,trace_ISMER_20150924_spot092_drift.yml,144,0.42189515626203156,13.268618904263098,14.347410305452549
37,trace_ISMER_20150925_spot056_drift.yml,144,0.3529274867686887,11.355009004561124,12.043037939914408
38,trace_ISMER_20151013_spot057_drift.yml,144,0.682550045619466,19.670566381852765,34.94573732538546
39,trace_ISMER_20151103_spot093_drift.yml,144,0.7746784633251969,17.61754383248033,43.20792707561005
