,File,nhours,ssc,tad,dsi,nll,anll,dist_mu_true,dist_centr_true,std,ssc_centroids,tad_centroids,ssc_means,tad_means
0,trace_ISMER_20140629_spot023_drift.yml,24,0.44218801594140245,9.258147272365091,16.213172448943443,1.8411309682193906,1.8423413123913719,15.824519584241898,16.233179999631616,1.8614422890788092,0.4416740196756429,9.266678199024687,0.44627816810171306,9.19026197741137
1,trace_ISMER_20140629_spot025_drift.yml,24,0.3954934788852047,13.600265249215317,24.86096883385143,1.8488169419723777,1.8496127602931562,24.88579348834398,24.860980637186483,1.873083334292067,0.394695023202034,13.618229007589404,0.3945682343140814,13.621081520253169
2,trace_ISMER_20140629_spot220_drift.yml,24,0.44218801594140245,9.258147272365091,16.213172448943443,1.8411745832708908,1.8424166960691046,15.764912567445158,16.20215365396709,1.873370668266846,0.44323110276003674,9.2408348953263,0.4542337918010301,9.058220468880322
3,trace_ISMER_20140629_spot231_drift.yml,24,0.3954934788852047,13.600265249215317,24.86096883385143,1.8488180944054067,1.8494628969988216,24.778715159690506,24.914883945233402,1.8268640977999537,0.39382152699344675,13.6378810373294,0.3876879296784599,13.775875496449311
4,trace_ISMER_20140702_spot036_drift.yml,24,0.6323719835848819,7.300816639371162,14.845238639904522,1.846047794822903,1.8598262392940081,14.73167188003572,14.837332278660323,1.8482337439379817,0.6323907439480315,7.300444072631611,0.6298321075956897,7.351256671294341
5,trace_ISMER_20140702_spot037_drift.yml,24,0.7014920765918808,5.617696977517439,9.444621692292053,1.841259487587207,1.8430669520130292,9.905664103867112,9.501556975983668,2.169486494487702,0.7001941189713343,5.642123574033341,0.6877337665897252,5.876618133218847
6,trace_ISMER_20140702_spot216_drift.yml,24,0.7014920765918808,5.617696977517439,9.444621692292053,1.841233624012471,1.8461426905400207,8.970449312526524,9.4670286698589,1.9615762303702065,0.7007469426954334,5.631719842941334,0.7108050978953272,5.442432847069559
7,trace_ISMER_20140702_spot228_drift.yml,24,0.6323719835848819,7.300816639371162,14.845238639904522,1.846043904578158,1.8596642179003275,14.52769674410274,14.883847326532692,2.2431906014260727,0.6339990370386236,7.268504578271852,0.6405607837667556,7.1381932103754755
8,trace_ISMER_20140702_spot240_drift.yml,24,0.7014920765918808,5.617696977517439,9.444621692292053,1.8412694393473625,1.8430594583921418,9.444116800109766,9.513467562028797,2.0456752430402476,0.7008041543685488,5.630643161828584,0.7026611985116538,5.595694973014268
9,trace_ISMER_20140704_spot241_drift.yml,24,0.5126172607918168,4.055052038276181,4.463105991717265,1.8387254290943265,1.8385124444456657,4.545391238381043,4.455044569960067,1.7644489925936948,0.5131169140450267,4.050894894865334,0.5205531174958388,3.9890252603164345
10,trace_ISMER_20140706_spot073_drift.yml,24,0.6852528485862799,5.901572624091247,12.746391614539794,1.8467861900010094,1.9103894454710546,13.360400182147176,12.831230347762814,2.0673622843962356,0.6833125768696011,5.937953110443605,0.674509107883533,6.103019931006895
11,trace_ISMER_20140706_spot075_drift.yml,24,0.6852528485862799,5.901572624091247,12.746391614539794,1.846786580624265,1.8477482884990555,13.131370646668996,12.879837013518646,2.1457914147765176,0.682633524102437,5.950685486902004,0.6784360939054371,6.029388150392001
12,trace_ISMER_20140706_spot223_drift.yml,24,0.6852528485862799,5.901572624091247,12.746391614539794,1.846855666566829,1.9102746138621594,12.628596697616901,12.88413286952935,2.0780111906734473,0.6812948444090703,5.975786001379468,0.6877807420827734,5.8541741107496135
13,trace_ISMER_20140707_spot076_drift.yml,24,0.009741071856085748,20.605615674402,37.278217568851304,1.921098773231579,2.000937222884169,37.3267112490396,37.278479662938324,0.23804636215550773,0.00973084175828065,20.605828545457936,0.007400525694987614,20.65431848665958
14,trace_ISMER_20140811_spot010_drift.yml,24,0.18258869405848244,25.286432808790014,29.695701366114356,1.8707966041932886,1.9309942770732273,29.710228904065744,29.70126089322229,0.2269016273741534,0.1824714228070493,25.29006056827684,0.18212042155877883,25.30091871204813
15,trace_ISMER_20140811_spot201_drift.yml,24,0.06250331369969186,39.42714913587658,61.18039677646789,1.960036301981689,1.9659413897964373,61.23261627242641,61.1832894595832,0.23437348154285523,0.062436038628929325,39.42997844107503,0.061343492582933035,39.4759263111025
16,trace_ISMER_20140901_spot013_drift.yml,24,0.24801844584441624,6.213267668278643,10.717891283182839,1.8421952721697057,1.8701232193594057,10.694608247834658,10.71448301133471,0.23635828557334654,0.24842112915236148,6.209940486695551,0.25094303720844957,6.189103154049993
17,trace_ISMER_20140909_spot011_drift.yml,24,0.2878974296379,8.464159587262328,16.892193151840544,1.8489605843346668,1.8597018188635184,16.830708057832116,16.85838502484078,1.8614067607282552,0.28784126003411536,8.464827227726179,0.29342042356208864,8.398512440461491
18,trace_ISMER_20140910_spot008_drift.yml,24,0.5737471876125098,10.696139653359232,19.056193552672937,1.8513346446980625,1.8524319625202428,19.06352869392522,19.055262355529752,0.21335472011878606,0.5736995244409644,10.697335685207834,0.5734295966778931,10.704109095180094
19,trace_ISMER_20140923_spot007_drift.yml,24,0.3462609222934787,16.95235173915037,34.05772277181316,1.8787957033543314,1.89740183033444,34.07047877268621,34.04994002260433,0.21704870268957557,0.34653822588284877,16.945160876395118,0.3457069331005844,16.96671743943951
