,File,nhours,ssc,tad,dsi,nll,anll,dist_mu_true,dist_centr_true,std,ssc_centroids,tad_centroids,ssc_means,tad_means
0,trace_ISMER_20140629_spot023_drift.yml,12,0.5487126202511117,4.186969489892149,5.506889337634923,1.8387188566119486,1.8417830588874071,6.098895786353856,5.409625181114126,7.394228372812717,0.549909565461316,4.175864430674701,0.5179018083518465,4.472827094536025
1,trace_ISMER_20140629_spot025_drift.yml,12,0.5938586976336404,5.403080777092739,8.132750902079007,1.8403795640839737,1.8493889987577352,12.677217327110661,9.59933275780976,10.637079678294059,0.5329961078805283,6.212763236924137,0.3771466199516337,8.286099210000744
2,trace_ISMER_20140629_spot220_drift.yml,12,0.5487126202511117,4.186969489892149,5.506889337634923,1.838711525808348,1.841622845488684,5.794864451576802,6.092876244708522,7.589492966340562,0.5193939110724857,4.458983612871244,0.5347895206906859,4.316145699288191
3,trace_ISMER_20140629_spot231_drift.yml,12,0.5938586976336404,5.403080777092739,8.132750902079007,1.8401168425826597,1.8480344004952571,9.569554506057221,9.410759820841326,9.591132242301232,0.5432425378198585,6.076450361783249,0.5286090936467807,6.271125664328312
4,trace_ISMER_20140702_spot036_drift.yml,12,0.5354680784429908,4.580752549711203,9.414597288011084,1.8389868953473636,1.8576903471840487,7.3750804659538725,15.357168806422413,10.4112556413992,0.3620790747682894,6.2905427359541966,0.617427614189518,3.772548990554988
5,trace_ISMER_20140702_spot037_drift.yml,12,0.5601387974402328,4.229547760098217,5.975129399565712,1.8396219175691755,1.8452492570718333,11.54293066281663,6.62285820933293,9.012322982969538,0.5629449713070512,4.202564597401035,0.4078419562906813,5.693979629982432
6,trace_ISMER_20140702_spot216_drift.yml,12,0.5601387974402328,4.229547760098217,5.975129399565712,1.8396407394932819,1.8519365748387873,12.949402099148331,6.4907555603417775,10.575020246556887,0.5756390891162468,4.0805025077376245,0.38230975683138246,5.939488114033796
7,trace_ISMER_20140702_spot228_drift.yml,12,0.5354680784429908,4.580752549711203,9.414597288011084,1.8389047259873657,1.856442411651206,7.996605309148255,14.725867628595548,12.073193677647415,0.3749388396314072,6.163732504080424,0.5710400346904361,4.229977238657144
8,trace_ISMER_20140702_spot240_drift.yml,12,0.5601387974402328,4.229547760098217,5.975129399565712,1.8396555081172155,1.8452522089235148,14.038171651177748,6.404573261433747,11.686608938262253,0.5748538472751855,4.088053111997942,0.33173086431908716,6.425836626447912
9,trace_ISMER_20140704_spot241_drift.yml,12,0.008018905379048258,4.289511499326669,5.361304749212452,1.8390579459735914,1.8393114194576192,8.11009828834815,5.2014395768838835,6.380124960440149,0.0,4.395571929004068,0.08870957204676155,3.9405899881846147
10,trace_ISMER_20140706_spot073_drift.yml,12,0.7194012089733781,2.8394187021197355,5.909082142226731,1.840275458220738,1.8545856795566786,2.946544191401702,4.481374571744513,10.813825452065286,0.7613299148210282,2.4151362199895834,0.6639830706702932,3.4002026518962984
11,trace_ISMER_20140706_spot075_drift.yml,12,0.7194012089733781,2.8394187021197355,5.909082142226731,1.8404116179923165,1.843744489058404,2.431255810780446,4.554639000662857,8.646542070709303,0.7606694817943014,2.421819234840519,0.7296158417528037,2.7360553938065695
12,trace_ISMER_20140706_spot223_drift.yml,12,0.7194012089733781,2.8394187021197355,5.909082142226731,1.8406412038981426,1.8537253527936828,7.657544011381572,5.149620640809915,13.28344737510007,0.7465112904734656,2.5650879676725014,0.36636235371507775,6.411868620837506
13,trace_ISMER_20140707_spot076_drift.yml,12,0.7930289860591686,2.344518871950638,3.655802572765908,1.8393030049471406,1.8594015286506904,8.308863994524708,3.4606252866394622,6.869129604307325,0.7902163439760895,2.376379818651641,0.6311152257514048,4.178639792760191
14,trace_ISMER_20140709_spot205_drift.yml,12,0.35525971045680205,10.994828697119601,21.660827707433448,1.8654637925050785,1.8476174822048834,28.035521458298543,22.8199999567188,4.82296759659743,0.2877925500790579,12.14535377375155,0.15209680776650714,14.459388534495345
15,trace_ISMER_20140811_spot010_drift.yml,12,0.07526269151818898,19.617281083283128,33.255535427674054,1.8782729512787046,1.8904699837043881,33.40283992389236,33.28690363346325,1.6617328249552943,0.07270060269866696,19.67163296902614,0.07021705906346343,19.72431860539824
16,trace_ISMER_20140811_spot201_drift.yml,12,0.0336054778319379,24.854555635502944,47.386586819351464,1.913903769135418,1.9434024073798624,47.36130450697359,47.394509869501256,1.7261114883135864,0.03356744589577121,24.855533773159664,0.031109769159957,24.91874239216894
