,File,nhours,ssc,tad,dsi,nll,anll,dist_mu_true,dist_centr_true,std,ssc_centroids,tad_centroids,ssc_means,tad_means
0,trace_ISMER_20140629_spot023_drift.yml,24,0.7147184828596098,4.734889846848515,6.621722724948224,1.8410324772305051,1.8417830588874071,7.32750078207318,7.499937320578114,15.976229351438358,0.7039218358124545,4.914084541955332,0.6946899146819054,5.0673090833350365
1,trace_ISMER_20140629_spot025_drift.yml,24,0.7180560202152526,6.3432118208097785,9.903508698376646,1.8447324214667615,1.8493889987577352,20.599249133528538,14.319691788094307,22.108934928517538,0.6394844880390332,8.110924229706876,0.4905119199640797,11.462528174259537
2,trace_ISMER_20140629_spot220_drift.yml,24,0.7147184828596098,4.734889846848515,6.621722724948224,1.8407994848223401,1.841622845488684,6.34686505761663,8.64761161056216,15.683067642817711,0.6752492341867827,5.389970998536799,0.7213178402762438,4.625358634518457
3,trace_ISMER_20140629_spot231_drift.yml,24,0.7180560202152526,6.3432118208097785,9.903508698376646,1.843802754444554,1.8480344004952571,14.770610021863524,13.539152312491636,20.228496857049553,0.6524872931565104,7.818385452365941,0.6257524410941337,8.419869583217539
4,trace_ISMER_20140702_spot036_drift.yml,24,0.6654310883821027,6.644287616529422,8.484541288193917,1.8441352619045759,1.8576903471840487,18.28576136112953,12.336409797707072,20.127642501208733,0.5114551128049978,9.702134990401404,0.5470046347121844,8.996148151877625
5,trace_ISMER_20140702_spot037_drift.yml,24,0.7411248176440649,4.871838284462961,7.4593971660990865,1.841925502948481,1.8452492570718333,19.195783818756453,8.175748180363284,17.50803537512525,0.7144814535589559,5.373246569318366,0.43699317015742856,10.595369564124148
6,trace_ISMER_20140702_spot216_drift.yml,24,0.7411248176440649,4.871838284462961,7.4593971660990865,1.8420547861291947,1.8519365748387873,22.933743409172802,8.185681411036398,20.64284006128042,0.7231483864247066,5.210141342467458,0.3466655987547649,12.295267238737877
7,trace_ISMER_20140702_spot228_drift.yml,24,0.6654310883821027,6.644287616529422,8.484541288193917,1.843758563901356,1.856442411651206,22.166408288877125,12.059555655868284,22.94454883699833,0.5252008486713826,9.42915498710268,0.46775146199635276,10.570056712299587
8,trace_ISMER_20140702_spot240_drift.yml,24,0.7411248176440649,4.871838284462961,7.4593971660990865,1.8420115906082382,1.8452522089235148,25.961361528931977,8.059065456386119,22.9917321287086,0.7228052323707078,5.216599246398325,0.2774402854354009,13.598036119918305
9,trace_ISMER_20140704_spot241_drift.yml,24,0.4859227920100083,4.277151532854579,3.4937812438146656,1.839184403865402,1.8393114194576192,16.31730165655949,2.601519617762147,11.352079868957597,0.5140650685061887,4.043006195961917,0.04093923650668396,7.979439957501442
10,trace_ISMER_20140706_spot073_drift.yml,24,0.6778152417321186,6.041029253967384,8.770620084813675,1.8435326839475934,1.8545856795566786,13.201340395423978,9.255714257689466,8.41162011247513,0.706246322943389,5.507940742137777,0.7162481594331154,5.320404288977573
11,trace_ISMER_20140706_spot075_drift.yml,24,0.6778152417321186,6.041029253967384,8.770620084813675,1.8434098631666762,1.843744489058404,9.66917307082037,8.994792982456786,6.5847434555900595,0.7071951509290135,5.490150025876223,0.7145562930928124,5.352127124379597
12,trace_ISMER_20140706_spot223_drift.yml,24,0.6778152417321186,6.041029253967384,8.770620084813675,1.8433931539385568,1.8537253527936828,17.96480573468545,8.84756438394173,12.253895039774001,0.6978774792606763,5.66485825052938,0.5175813908873881,9.045446302225253
13,trace_ISMER_20140707_spot076_drift.yml,24,0.8596390086618428,2.9206751496935843,5.191717569023329,1.8419574063165278,1.8594015286506904,13.497536515968045,4.714855792561061,12.527393626312119,0.8662561702843008,2.782983193203638,0.649746218244573,7.288189593893093
14,trace_ISMER_20140811_spot010_drift.yml,24,0.2052303896810318,24.586017105122675,27.124206213996796,1.8638028556791646,1.8904699837043881,26.408638465392613,26.888928013961486,4.290086318237488,0.20739803835178516,24.518961386578464,0.20953137764580898,24.452967020798866
15,trace_ISMER_20140811_spot201_drift.yml,24,0.08006730512077531,38.68848187518134,57.94626019253826,1.9434193027760776,1.9434024073798624,57.367424560271616,58.098876115924284,4.200959965493787,0.07923167887326865,38.723624784125704,0.08153486578705904,38.626762474887926
