,File,nhours,ssc,tad,dsi,nll,dist_mu_true,dist_centr_true,std,ssc_centroids,tad_centroids,ssc_means,tad_means
0,trace_ISMER_20140702_spot036_drift.yml,72,0.7839455336115253,12.079841270010794,16.59800912963171,1.8552817246804674,44.75884866509609,24.66112193854863,51.639947421607594,0.6953278538004342,17.034552569104434,0.5202604284492094,26.8227635935865
1,trace_ISMER_20140702_spot216_drift.yml,72,0.7787788230108265,10.82878442268014,15.037734681344864,1.8529221375525242,59.967022663747244,20.72696590472911,54.635014696057986,0.6973520754314722,14.814626591036257,0.23811713466100548,37.294193152645505
2,trace_ISMER_20140702_spot228_drift.yml,72,0.7839455336115253,12.079841270010794,16.59800912963171,1.8606003321832014,51.35492112182749,28.83524084794122,55.40580782014148,0.6285560910401387,20.767834777734645,0.49086201067385804,28.466461251181663
3,trace_ISMER_20140706_spot073_drift.yml,72,0.5156143366898005,26.614614245490184,72.09852477849903,1.8566604019320252,52.07872014806205,20.596895355857882,39.079545922693605,0.8109626380018052,10.386675016731651,0.5372699170894824,25.424746414429638
4,trace_ISMER_20140706_spot223_drift.yml,72,0.5156143366898005,26.614614245490184,72.09852477849903,1.854878599593272,63.231066990688305,18.494456336568415,47.20203662997473,0.8263021704372031,9.543843014470564,0.5282629767582526,25.919633568623365
5,trace_ISMER_20140811_spot010_drift.yml,72,0.23533940187213176,48.5790383453646,85.42134359557001,1.893617857944864,59.80663577806395,66.47273080380052,18.554266145231363,0.36643238005221945,40.250675632011365,0.519585400390322,30.52083409718057
6,trace_ISMER_20140901_spot013_drift.yml,72,0.2765226574734323,24.00165289493401,73.04034359194397,1.91394362230487,86.38022890578888,76.56871723872968,25.014573583736656,0.0,36.692678105631856,0.0,45.01636631779567
7,trace_ISMER_20140909_spot011_drift.yml,72,0.5616330317362364,16.007768888288677,36.29090476734529,1.8549254086993008,16.389962270410926,16.57906612668965,48.56391030014593,0.6072163192000889,14.343212058699432,0.02681638093242067,35.53757374011048
8,trace_ISMER_20140923_spot007_drift.yml,72,0.4535837534412104,37.46014220638093,73.94299731868128,1.8974243658393268,74.90583987778544,74.96494966376024,0.24095404283474625,0.45364361036492773,37.45603865183143,0.4544579847546347,37.40020835644803
9,trace_ISMER_20140923_spot919_drift.yml,72,0.42877575145941405,34.82184897185785,71.7121444650845,1.8896083513805426,72.64178334883329,72.65073726034402,0.22413824225590157,0.42888085759458683,34.81544169840201,0.42900116711428526,34.80810762612563
10,trace_ISMER_20141021_spot029_drift.yml,72,0.5473720015470518,8.070778277314599,11.886133194726213,1.8448669449127035,11.342817949225488,8.594590638716022,31.463812357145,0.41747293818888453,10.386999417805077,0.016322734934331895,17.539880718637235
