,File,nhours,ssc,tad,dsi,nll,dist_mu_true,dist_centr_true,std,ssc_centroids,tad_centroids,ssc_means,tad_means
0,trace_ISMER_20140629_spot023_drift.yml,12,0.5983691226520653,3.156132266771181,4.710281774001892,1.8385117225256717,36.97392329069434,5.89694402830703,35.26276300473979,0.5801877363362884,3.2990068893220386,0.0,45.189905041712734
1,trace_ISMER_20140629_spot025_drift.yml,12,0.6814267204694596,3.6020282619909625,6.79534933912605,1.8391205038529026,68.1410217840026,9.68229059893203,53.84855786953875,0.6293644253267784,4.190683590411483,0.0,79.41420307133359
2,trace_ISMER_20140629_spot220_drift.yml,12,0.5983691226520653,3.156132266771181,4.710281774001892,1.838457379304878,27.62562246822554,5.200163302973656,35.562864035661995,0.608370651597312,3.0775373429207598,0.0,36.112871701746776
3,trace_ISMER_20140629_spot231_drift.yml,12,0.6814267204694596,3.6020282619909625,6.79534933912605,1.839107226067063,68.47852123167844,8.781151891085308,58.5094829759645,0.6318016592441075,4.163126397089308,0.0,79.32183603566801
4,trace_ISMER_20140702_spot036_drift.yml,12,0.33745369866787733,5.58702465910493,10.310565127337792,1.8382254487747094,36.79627250303527,14.1557847038312,47.25676285036188,0.03105509066891199,8.170778541609092,0.0,45.305296143809585
5,trace_ISMER_20140702_spot037_drift.yml,12,0.3671955989069283,5.146652306807956,6.383309818486887,1.8383855000035698,18.045480535924078,6.481181475515633,36.22196332136035,0.40990410711580494,4.799300357431719,0.0,27.017301221682583
6,trace_ISMER_20140702_spot216_drift.yml,12,0.3671955989069283,5.146652306807956,6.383309818486887,1.8383712438828883,24.301697153684504,6.687497395804003,43.23378180125951,0.36657994322855814,5.151659487086428,0.0,33.39619511551923
7,trace_ISMER_20140702_spot228_drift.yml,12,0.33745369866787733,5.58702465910493,10.310565127337792,1.8382389076996342,25.509236131116182,14.912605110388112,62.810444164684334,0.0,13.751190992372655,0.0,30.43898832662372
8,trace_ISMER_20140702_spot240_drift.yml,12,0.3671955989069283,5.146652306807956,6.383309818486887,1.8384615989271793,27.01451362075512,6.8356312547875095,31.205283902792146,0.40262512593613253,4.8585009338102365,0.0,36.15476706569377
9,trace_ISMER_20140704_spot241_drift.yml,12,0.0,4.439856377820749,5.018810660910863,1.8386508310207483,2.1797253171301394,5.431517372704681,18.781210617670553,0.0,4.560459870481943,0.15138144903034212,3.1055238132167093
10,trace_ISMER_20140706_spot073_drift.yml,12,0.6273545261748144,3.2585116989896474,6.751229286478199,1.8387286432885623,35.82636312145797,4.15954087473584,38.70641621936002,0.7049465166607303,2.580026579739657,0.0,36.9649107278079
11,trace_ISMER_20140706_spot075_drift.yml,12,0.6273545261748144,3.2585116989896474,6.751229286478199,1.8388798498303582,17.38815784216776,4.056445960420531,23.05654946710889,0.7168746909470662,2.475723433211043,0.0,16.684848912346204
12,trace_ISMER_20140706_spot223_drift.yml,12,0.6273545261748144,3.2585116989896474,6.751229286478199,1.8387394558972507,32.09197784448151,4.910971150792317,40.33186833539817,0.6677024418172952,2.9056987322808454,0.0,34.250238533535985
13,trace_ISMER_20140707_spot076_drift.yml,12,0.744672985040475,2.43128898937868,2.3418089954532957,1.838688152262294,17.694204179129706,4.3142703143155074,29.844238095033802,0.7428683543369514,2.448473143433303,0.0,26.317554242688676
14,trace_ISMER_20140709_spot205_drift.yml,12,0.3961138005566699,8.792797894754619,19.813272483693858,1.8475407598103584,26.793026139171808,22.77180311859841,4.125651876292361,0.3255495836236535,9.82023799632604,0.10880242065396095,12.976153796373717
15,trace_ISMER_20140811_spot010_drift.yml,12,0.06960838817019932,16.776456964344078,33.58334837358929,1.860244884577914,15.69960707087866,33.49545114043011,15.199820546940494,0.06656963314272002,16.83125060424312,0.07393183751719468,16.69849821989158
